index,unk0,too_tall,unk2_0,hover,unk3
TSURE_POKE_PSYDUCK,0,false,false,false,0
TSURE_POKE_GOLDUCK,0,false,false,false,0
TSURE_POKE_MANKEY,0,false,false,false,0
TSURE_POKE_PRIMEAPE,0,false,false,false,0
TSURE_POKE_GROWLITHE,0,false,false,false,0
TSURE_POKE_ARCANINE,0,false,false,false,0
TSURE_POKE_POLIWAG,0,false,false,false,0
TSURE_POKE_POLIWHIRL,0,false,false,false,0
TSURE_POKE_POLIWRATH,0,false,false,false,0
TSURE_POKE_ABRA,0,false,true,true,0
TSURE_POKE_KADABRA,0,false,false,false,0
TSURE_POKE_ALAKAZAM,0,false,false,false,0
TSURE_POKE_MACHOP,0,false,false,false,0
TSURE_POKE_MACHOKE,0,false,false,false,0
TSURE_POKE_MACHAMP,0,false,false,false,0
TSURE_POKE_BELLSPROUT,0,false,false,false,0
TSURE_POKE_WEEPINBELL,0,false,false,false,0
TSURE_POKE_VICTREEBEL,0,false,false,false,0
TSURE_POKE_TENTACOOL,0,false,false,true,0
TSURE_POKE_TENTACRUEL,0,false,false,true,0
TSURE_POKE_GEODUDE,0,false,false,false,0
TSURE_POKE_GRAVELER,0,false,false,false,0
TSURE_POKE_GOLEM,0,false,false,false,0
TSURE_POKE_PONYTA,0,false,false,false,0
TSURE_POKE_RAPIDASH,0,false,false,false,0
TSURE_POKE_SLOWPOKE,0,false,false,false,0
TSURE_POKE_SLOWBRO,0,false,false,false,0
TSURE_POKE_MAGNEMITE,0,false,false,true,0
TSURE_POKE_MAGNETON,0,false,false,true,0
TSURE_POKE_FARFETCHD,0,false,false,false,0
TSURE_POKE_DODUO,0,false,false,false,0
TSURE_POKE_DODRIO,0,false,false,false,0
TSURE_POKE_SEEL,0,false,false,false,0
TSURE_POKE_DEWGONG,0,false,false,false,0
TSURE_POKE_GRIMER,0,false,false,false,0
TSURE_POKE_MUK,0,false,false,false,0
TSURE_POKE_SHELLDER,0,false,false,false,0
TSURE_POKE_CLOYSTER,0,false,false,false,0
TSURE_POKE_GASTLY,0,false,true,true,0
TSURE_POKE_HAUNTER,0,false,false,true,0
TSURE_POKE_GENGAR,0,false,false,false,0
TSURE_POKE_ONIX,0,false,false,false,0
TSURE_POKE_DROWZEE,0,false,false,false,0
TSURE_POKE_HYPNO,0,false,false,false,0
TSURE_POKE_KRABBY,0,false,false,false,0
TSURE_POKE_KINGLER,0,false,false,false,0
TSURE_POKE_VOLTORB,0,false,false,false,0
TSURE_POKE_ELECTRODE,0,false,false,false,0
TSURE_POKE_EXEGGCUTE,0,false,false,false,0
TSURE_POKE_EXEGGUTOR,0,false,false,false,0
TSURE_POKE_CUBONE,0,false,false,false,0
TSURE_POKE_MAROWAK,0,false,false,false,0
TSURE_POKE_HITMONLEE,0,false,false,false,0
TSURE_POKE_HITMONCHAN,0,false,false,false,0
TSURE_POKE_LICKITUNG,0,false,false,false,0
TSURE_POKE_KOFFING,0,false,false,true,0
TSURE_POKE_WEEZING,0,false,false,true,0
TSURE_POKE_RHYHORN,0,false,false,false,0
TSURE_POKE_RHYDON,0,false,false,false,0
TSURE_POKE_CHANSEY,0,false,false,false,0
TSURE_POKE_TANGELA,0,false,false,false,0
TSURE_POKE_KANGASKHAN,0,false,false,false,0
TSURE_POKE_HORSEA,0,false,false,true,0
TSURE_POKE_SEADRA,0,false,false,true,0
TSURE_POKE_GOLDEEN,0,false,false,true,0
TSURE_POKE_SEAKING,0,false,false,true,0
TSURE_POKE_STARYU,0,false,false,false,0
TSURE_POKE_STARMIE,0,false,false,false,0
TSURE_POKE_MR_MIME,0,false,false,false,0
TSURE_POKE_SCYTHER,0,false,false,false,0
TSURE_POKE_JYNX,0,false,false,false,0
TSURE_POKE_ELECTABUZZ,0,false,false,false,0
TSURE_POKE_MAGMAR,0,false,false,false,0
TSURE_POKE_PINSIR,0,false,false,false,0
TSURE_POKE_TAUROS,0,false,false,false,0
TSURE_POKE_MAGIKARP,0,false,false,false,0
TSURE_POKE_GYARADOS,0,false,false,true,0
TSURE_POKE_LAPRAS,0,false,false,true,0
TSURE_POKE_DITTO,0,false,false,false,0
TSURE_POKE_EEVEE,0,false,false,false,0
TSURE_POKE_VAPOREON,0,false,false,false,0
TSURE_POKE_JOLTEON,0,false,false,false,0
TSURE_POKE_FLAREON,0,false,false,false,0
TSURE_POKE_PORYGON,0,false,false,true,0
TSURE_POKE_OMANYTE,0,false,false,false,0
TSURE_POKE_OMASTAR,0,false,false,false,0
TSURE_POKE_KABUTO,0,false,false,true,0
TSURE_POKE_KABUTOPS,0,false,false,false,0
TSURE_POKE_AERODACTYL,0,false,true,true,0
TSURE_POKE_SNORLAX,0,false,false,false,0
TSURE_POKE_ARTICUNO,0,false,true,true,0
TSURE_POKE_ZAPDOS,0,false,true,true,0
TSURE_POKE_MOLTRES,0,false,true,true,0
TSURE_POKE_DRATINI,0,false,false,false,0
TSURE_POKE_DRAGONAIR,0,false,false,false,0
TSURE_POKE_DRAGONITE,0,false,true,true,0
TSURE_POKE_MEWTWO,0,false,false,false,0
TSURE_POKE_MEW,0,false,false,true,0
TSURE_POKE_CHIKORITA,0,false,false,false,0
TSURE_POKE_BAYLEEF,0,false,false,false,0
TSURE_POKE_MEGANIUM,0,false,false,false,0
TSURE_POKE_MEGANIUM_F,0,false,false,false,0
TSURE_POKE_CYNDAQUIL,0,false,false,false,0
TSURE_POKE_QUILAVA,0,false,false,false,0
TSURE_POKE_TYPHLOSION,0,false,false,false,0
TSURE_POKE_TOTODILE,0,false,false,false,0
TSURE_POKE_CROCONAW,0,false,false,false,0
TSURE_POKE_FERALIGATR,0,false,false,false,0
TSURE_POKE_SENTRET,0,false,false,false,0
TSURE_POKE_FURRET,0,false,false,false,0
TSURE_POKE_HOOTHOOT,0,false,false,false,0
TSURE_POKE_NOCTOWL,0,false,true,true,0
TSURE_POKE_LEDYBA,0,false,true,true,0
TSURE_POKE_LEDIAN,0,false,true,true,0
TSURE_POKE_SPINARAK,0,false,false,false,0
TSURE_POKE_ARIADOS,0,false,false,false,0
TSURE_POKE_CROBAT,0,false,true,true,0
TSURE_POKE_CHINCHOU,0,false,true,true,0
TSURE_POKE_LANTURN,0,false,false,true,0
TSURE_POKE_PICHU,0,false,false,false,0
TSURE_POKE_PICHU_SPIKY,0,false,false,false,0
TSURE_POKE_CLEFFA,0,false,false,false,0
TSURE_POKE_IGGLYBUFF,0,false,false,false,0
TSURE_POKE_TOGEPI,0,false,false,false,0
TSURE_POKE_TOGETIC,0,false,true,true,0
TSURE_POKE_NATU,0,false,false,false,0
TSURE_POKE_XATU,0,false,false,false,0
TSURE_POKE_MAREEP,0,false,false,false,0
TSURE_POKE_FLAAFFY,0,false,false,false,0
TSURE_POKE_AMPHAROS,0,false,false,false,0
TSURE_POKE_BELLOSSOM,0,false,false,false,0
TSURE_POKE_MARILL,0,false,false,false,0
TSURE_POKE_AZUMARILL,0,false,false,false,0
TSURE_POKE_SUDOWOODO,0,false,false,false,0
TSURE_POKE_POLITOED,0,false,false,false,0
TSURE_POKE_HOPPIP,0,false,true,true,0
TSURE_POKE_SKIPLOOM,0,false,true,true,0
TSURE_POKE_JUMPLUFF,0,false,true,true,0
TSURE_POKE_AIPOM,0,false,false,false,0
TSURE_POKE_SUNKERN,0,false,false,false,0
TSURE_POKE_SUNFLORA,0,false,false,false,0
TSURE_POKE_YANMA,0,false,true,true,0
TSURE_POKE_WOOPER,0,false,false,false,0
TSURE_POKE_QUAGSIRE,0,false,false,false,0
TSURE_POKE_ESPEON,0,false,false,false,0
TSURE_POKE_UMBREON,0,false,false,false,0
TSURE_POKE_MURKROW,0,false,false,false,0
TSURE_POKE_SLOWKING,0,false,false,false,0
TSURE_POKE_MISDREAVUS,0,false,true,true,0
TSURE_POKE_UNOWN_A,0,false,false,true,0
TSURE_POKE_UNOWN_B,0,false,false,true,0
TSURE_POKE_UNOWN_C,0,false,false,true,0
TSURE_POKE_UNOWN_D,0,false,false,true,0
TSURE_POKE_UNOWN_E,0,false,false,true,0
TSURE_POKE_UNOWN_F,0,false,false,true,0
TSURE_POKE_UNOWN_G,0,false,false,true,0
TSURE_POKE_UNOWN_H,0,false,false,true,0
TSURE_POKE_UNOWN_I,0,false,false,true,0
TSURE_POKE_UNOWN_J,0,false,false,true,0
TSURE_POKE_UNOWN_K,0,false,false,true,0
TSURE_POKE_UNOWN_L,0,false,false,true,0
TSURE_POKE_UNOWN_M,0,false,false,true,0
TSURE_POKE_UNOWN_N,0,false,false,true,0
TSURE_POKE_UNOWN_O,0,false,false,true,0
TSURE_POKE_UNOWN_P,0,false,false,true,0
TSURE_POKE_UNOWN_Q,0,false,false,true,0
TSURE_POKE_UNOWN_R,0,false,false,true,0
TSURE_POKE_UNOWN_S,0,false,false,true,0
TSURE_POKE_UNOWN_T,0,false,false,true,0
TSURE_POKE_UNOWN_U,0,false,false,true,0
TSURE_POKE_UNOWN_V,0,false,false,true,0
TSURE_POKE_UNOWN_W,0,false,false,true,0
TSURE_POKE_UNOWN_X,0,false,false,true,0
TSURE_POKE_UNOWN_Y,0,false,false,true,0
TSURE_POKE_UNOWN_Z,0,false,false,true,0
TSURE_POKE_UNOWN_QMARK,0,false,false,true,0
TSURE_POKE_UNOWN_EXCL,0,false,false,true,0
TSURE_POKE_WOBBUFFET,0,false,false,false,0
TSURE_POKE_WOBBUFFET_F,0,false,false,false,0
TSURE_POKE_GIRAFARIG,0,false,false,false,0
TSURE_POKE_PINECO,0,false,false,false,0
TSURE_POKE_FORRETRESS,0,false,false,false,0
TSURE_POKE_DUNSPARCE,0,false,false,false,0
TSURE_POKE_GLIGAR,0,false,false,true,0
TSURE_POKE_STEELIX,0,true,true,false,0
TSURE_POKE_STEELIX_F,0,true,true,false,0
TSURE_POKE_SNUBBULL,0,false,false,false,0
TSURE_POKE_GRANBULL,0,false,false,false,0
TSURE_POKE_QWILFISH,0,false,false,true,0
TSURE_POKE_SCIZOR,0,false,false,false,0
TSURE_POKE_SHUCKLE,0,false,false,false,0
TSURE_POKE_HERACROSS,0,false,false,false,0
TSURE_POKE_HERACROSS_F,0,false,false,false,0
TSURE_POKE_SNEASEL,0,false,false,false,0
TSURE_POKE_TEDDIURSA,0,false,false,false,0
TSURE_POKE_URSARING,0,false,false,false,0
TSURE_POKE_SLUGMA,0,false,false,false,0
TSURE_POKE_MAGCARGO,0,false,false,false,0
TSURE_POKE_SWINUB,0,false,false,false,0
TSURE_POKE_PILOSWINE,0,false,false,false,0
TSURE_POKE_CORSOLA,0,false,false,false,0
TSURE_POKE_REMORAID,0,false,false,true,0
TSURE_POKE_OCTILLERY,0,false,false,false,0
TSURE_POKE_DELIBIRD,0,false,false,false,0
TSURE_POKE_MANTINE,0,false,true,true,0
TSURE_POKE_SKARMORY,0,false,true,true,0
TSURE_POKE_HOUNDOUR,0,false,false,false,0
TSURE_POKE_HOUNDOOM,0,false,false,false,0
TSURE_POKE_KINGDRA,0,false,false,true,0
TSURE_POKE_PHANPY,0,false,false,false,0
TSURE_POKE_DONPHAN,0,false,false,false,0
TSURE_POKE_PORYGON2,0,false,false,true,0
TSURE_POKE_STANTLER,0,false,false,false,0
TSURE_POKE_SMEARGLE,0,false,false,false,0
TSURE_POKE_TYROGUE,0,false,false,false,0
TSURE_POKE_HITMONTOP,0,false,false,false,0
TSURE_POKE_SMOOCHUM,0,false,false,false,0
TSURE_POKE_ELEKID,0,false,false,false,0
TSURE_POKE_MAGBY,0,false,false,false,0
TSURE_POKE_MILTANK,0,false,false,false,0
TSURE_POKE_BLISSEY,0,false,false,false,0
TSURE_POKE_RAIKOU,0,false,false,false,0
TSURE_POKE_ENTEI,0,false,false,false,0
TSURE_POKE_SUICUNE,0,false,false,false,0
TSURE_POKE_LARVITAR,0,false,false,false,0
TSURE_POKE_PUPITAR,0,false,false,false,0
TSURE_POKE_TYRANITAR,0,false,false,false,0
TSURE_POKE_LUGIA,0,true,true,true,0
TSURE_POKE_HO_OH,0,true,true,true,0
TSURE_POKE_CELEBI,0,false,true,true,0
TSURE_POKE_TREECKO,0,false,false,false,0
TSURE_POKE_GROVYLE,0,false,false,false,0
TSURE_POKE_SCEPTILE,0,false,false,false,0
TSURE_POKE_TORCHIC,0,false,false,false,0
TSURE_POKE_COMBUSKEN,0,false,false,false,0
TSURE_POKE_BLAZIKEN,0,false,false,false,0
TSURE_POKE_MUDKIP,0,false,false,false,0
TSURE_POKE_MARSHTOMP,0,false,false,false,0
TSURE_POKE_SWAMPERT,0,false,false,false,0
TSURE_POKE_POOCHYENA,0,false,false,false,0
TSURE_POKE_MIGHTYENA,0,false,false,false,0
TSURE_POKE_ZIGZAGOON,0,false,false,false,0
TSURE_POKE_LINOONE,0,false,false,false,0
TSURE_POKE_WURMPLE,0,false,false,false,0
TSURE_POKE_SILCOON,0,false,false,false,0
TSURE_POKE_BEAUTIFLY,0,false,true,true,0
TSURE_POKE_CASCOON,0,false,false,false,0
TSURE_POKE_DUSTOX,0,false,true,true,0
TSURE_POKE_LOTAD,0,false,false,false,0
TSURE_POKE_LOMBRE,0,false,false,false,0
TSURE_POKE_LUDICOLO,0,false,false,false,0
TSURE_POKE_SEEDOT,0,false,false,false,0
TSURE_POKE_NUZLEAF,0,false,false,false,0
TSURE_POKE_SHIFTRY,0,false,false,false,0
TSURE_POKE_TAILLOW,0,false,false,false,0
TSURE_POKE_SWELLOW,0,false,true,true,0
TSURE_POKE_WINGULL,0,false,true,true,0
TSURE_POKE_PELIPPER,0,false,true,true,0
TSURE_POKE_RALTS,0,false,false,false,0
TSURE_POKE_KIRLIA,0,false,false,false,0
TSURE_POKE_GARDEVOIR,0,false,false,false,0
TSURE_POKE_SURSKIT,0,false,false,true,0
TSURE_POKE_MASQUERAIN,0,false,true,true,0
TSURE_POKE_SHROOMISH,0,false,false,false,0
TSURE_POKE_BRELOOM,0,false,false,false,0
TSURE_POKE_SLAKOTH,0,false,false,false,0
TSURE_POKE_VIGOROTH,0,false,false,false,0
TSURE_POKE_SLAKING,0,false,false,false,0
TSURE_POKE_NINCADA,0,false,false,false,0
TSURE_POKE_NINJASK,0,false,false,true,0
TSURE_POKE_SHEDINJA,0,false,false,true,0
TSURE_POKE_WHISMUR,0,false,false,false,0
TSURE_POKE_LOUDRED,0,false,false,false,0
TSURE_POKE_EXPLOUD,0,false,false,false,0
TSURE_POKE_MAKUHITA,0,false,false,false,0
TSURE_POKE_HARIYAMA,0,false,false,false,0
TSURE_POKE_AZURILL,0,false,false,false,0
TSURE_POKE_NOSEPASS,0,false,false,false,0
TSURE_POKE_SKITTY,0,false,false,false,0
TSURE_POKE_DELCATTY,0,false,false,false,0
TSURE_POKE_SABLEYE,0,false,false,false,0
TSURE_POKE_MAWILE,0,false,false,false,0
TSURE_POKE_ARON,0,false,false,false,0
TSURE_POKE_LAIRON,0,false,false,false,0
TSURE_POKE_AGGRON,0,false,false,false,0
TSURE_POKE_MEDITITE,0,false,false,true,0
TSURE_POKE_MEDICHAM,0,false,false,false,0
TSURE_POKE_ELECTRIKE,0,false,false,false,0
TSURE_POKE_MANECTRIC,0,false,false,false,0
TSURE_POKE_PLUSLE,0,false,false,false,0
TSURE_POKE_MINUN,0,false,false,false,0
TSURE_POKE_VOLBEAT,0,false,true,true,0
TSURE_POKE_ILLUMISE,0,false,true,true,0
TSURE_POKE_ROSELIA,0,false,false,false,0
TSURE_POKE_GULPIN,0,false,false,false,0
TSURE_POKE_SWALOT,0,false,false,false,0
TSURE_POKE_CARVANHA,0,false,false,true,0
TSURE_POKE_SHARPEDO,0,false,false,true,0
TSURE_POKE_WAILMER,0,false,false,true,0
TSURE_POKE_WAILORD,0,true,false,true,0
TSURE_POKE_NUMEL,0,false,false,false,0
TSURE_POKE_CAMERUPT,0,false,false,false,0
TSURE_POKE_TORKOAL,0,false,false,false,0
TSURE_POKE_SPOINK,0,false,false,false,0
TSURE_POKE_GRUMPIG,0,false,false,false,0
TSURE_POKE_SPINDA,0,false,false,false,0
TSURE_POKE_TRAPINCH,0,false,false,false,0
TSURE_POKE_VIBRAVA,0,false,false,true,0
TSURE_POKE_FLYGON,0,false,true,true,0
TSURE_POKE_CACNEA,0,false,false,false,0
TSURE_POKE_CACTURNE,0,false,false,false,0
TSURE_POKE_SWABLU,0,false,true,true,0
TSURE_POKE_ALTARIA,0,false,true,true,0
TSURE_POKE_ZANGOOSE,0,false,false,false,0
TSURE_POKE_SEVIPER,0,false,false,false,0
TSURE_POKE_LUNATONE,0,false,true,true,0
TSURE_POKE_SOLROCK,0,false,true,true,0
TSURE_POKE_BARBOACH,0,false,false,false,0
TSURE_POKE_WHISCASH,0,false,false,true,0
TSURE_POKE_CORPHISH,0,false,false,false,0
TSURE_POKE_CRAWDAUNT,0,false,false,false,0
TSURE_POKE_BALTOY,0,false,false,true,0
TSURE_POKE_CLAYDOL,0,false,false,true,0
TSURE_POKE_LILEEP,0,false,false,false,0
TSURE_POKE_CRADILY,0,false,false,false,0
TSURE_POKE_ANORITH,0,false,false,true,0
TSURE_POKE_ARMALDO,0,false,false,false,0
TSURE_POKE_FEEBAS,0,false,false,true,0
TSURE_POKE_MILOTIC,0,false,false,true,0
TSURE_POKE_CASTFORM,0,false,false,true,0
TSURE_POKE_KECLEON,0,false,false,false,0
TSURE_POKE_SHUPPET,0,false,false,true,0
TSURE_POKE_BANETTE,0,false,false,false,0
TSURE_POKE_DUSKULL,0,false,false,true,0
TSURE_POKE_DUSCLOPS,0,false,false,false,0
TSURE_POKE_TROPIUS,0,false,true,false,0
TSURE_POKE_CHIMECHO,0,false,false,true,0
TSURE_POKE_ABSOL,0,false,false,false,0
TSURE_POKE_WYNAUT,0,false,false,false,0
TSURE_POKE_SNORUNT,0,false,false,false,0
TSURE_POKE_GLALIE,0,false,false,false,0
TSURE_POKE_SPHEAL,0,false,false,false,0
TSURE_POKE_SEALEO,0,false,false,false,0
TSURE_POKE_WALREIN,0,false,false,false,0
TSURE_POKE_CLAMPERL,0,false,false,true,0
TSURE_POKE_HUNTAIL,0,false,false,true,0
TSURE_POKE_GOREBYSS,0,false,false,true,0
TSURE_POKE_RELICANTH,0,false,false,true,0
TSURE_POKE_LUVDISC,0,false,false,true,0
TSURE_POKE_BAGON,0,false,false,false,0
TSURE_POKE_SHELGON,0,false,false,false,0
TSURE_POKE_SALAMENCE,0,false,false,false,0
TSURE_POKE_BELDUM,0,false,false,true,0
TSURE_POKE_METANG,0,false,false,true,0
TSURE_POKE_METAGROSS,0,false,false,false,0
TSURE_POKE_REGIROCK,0,false,false,false,0
TSURE_POKE_REGICE,0,false,false,false,0
TSURE_POKE_REGISTEEL,0,false,false,false,0
TSURE_POKE_LATIAS,0,false,true,true,0
TSURE_POKE_LATIOS,0,false,true,true,0
TSURE_POKE_KYOGRE,0,true,true,true,0
TSURE_POKE_GROUDON,0,true,false,false,0
TSURE_POKE_RAYQUAZA,0,true,true,true,0
TSURE_POKE_JIRACHI,0,false,false,true,0
TSURE_POKE_DEOXYS,0,false,true,true,0
TSURE_POKE_DEOXYS_ATK,0,false,true,true,0
TSURE_POKE_DEOXYS_DEF,0,false,true,true,0
TSURE_POKE_DEOXYS_SPD,0,false,true,true,0
TSURE_POKE_TURTWIG,0,false,false,false,0
TSURE_POKE_GROTLE,0,false,false,false,0
TSURE_POKE_TORTERRA,0,false,false,false,0
TSURE_POKE_CHIMCHAR,0,false,false,false,0
TSURE_POKE_MONFERNO,0,false,false,false,0
TSURE_POKE_INFERNAPE,0,false,false,false,0
TSURE_POKE_PIPLUP,0,false,false,false,0
TSURE_POKE_PRINPLUP,0,false,false,false,0
TSURE_POKE_EMPOLEON,0,false,false,false,0
TSURE_POKE_STARLY,0,false,false,false,0
TSURE_POKE_STARAVIA,0,false,true,true,0
TSURE_POKE_STARAPTOR,0,false,true,true,0
TSURE_POKE_BIDOOF,0,false,false,false,0
TSURE_POKE_BIBAREL,0,false,false,false,0
TSURE_POKE_KRICKETOT,0,false,false,false,0
TSURE_POKE_KRICKETUNE,0,false,false,false,0
TSURE_POKE_SHINX,0,false,false,false,0
TSURE_POKE_LUXIO,0,false,false,false,0
TSURE_POKE_LUXRAY,0,false,false,false,0
TSURE_POKE_BUDEW,0,false,false,false,0
TSURE_POKE_ROSERADE,0,false,false,false,0
TSURE_POKE_CRANIDOS,0,false,false,false,0
TSURE_POKE_RAMPARDOS,0,false,false,false,0
TSURE_POKE_SHIELDON,0,false,false,false,0
TSURE_POKE_BASTIODON,0,false,false,false,0
TSURE_POKE_BURMY,0,false,false,false,0
TSURE_POKE_BURMY_SANDY,0,false,false,false,0
TSURE_POKE_BURMY_TRASH,0,false,false,false,0
TSURE_POKE_WORMADAM,0,false,false,false,0
TSURE_POKE_WORMADAM_SANDY,0,false,false,false,0
TSURE_POKE_WORMADAM_TRASH,0,false,false,false,0
TSURE_POKE_MOTHIM,0,false,true,true,0
TSURE_POKE_COMBEE,0,false,false,true,0
TSURE_POKE_COMBEE_F,0,false,false,true,0
TSURE_POKE_VESPIQUEN,0,false,false,true,0
TSURE_POKE_PACHIRISU,0,false,false,false,0
TSURE_POKE_BUIZEL,0,false,false,false,0
TSURE_POKE_FLOATZEL,0,false,false,false,0
TSURE_POKE_CHERUBI,0,false,false,false,0
TSURE_POKE_CHERRIM,0,false,false,false,0
TSURE_POKE_SHELLOS_WEST,0,false,false,false,0
TSURE_POKE_SHELLOS_EAST,0,false,false,false,0
TSURE_POKE_GASTRODON_WEST,0,false,false,false,0
TSURE_POKE_GASTRODON_EAST,0,false,false,false,0
TSURE_POKE_AMBIPOM,0,false,false,false,0
TSURE_POKE_DRIFLOON,0,false,false,true,0
TSURE_POKE_DRIFBLIM,0,false,false,true,0
TSURE_POKE_BUNEARY,0,false,false,false,0
TSURE_POKE_LOPUNNY,0,false,false,false,0
TSURE_POKE_MISMAGIUS,0,false,false,true,0
TSURE_POKE_HONCHKROW,0,false,false,false,0
TSURE_POKE_GLAMEOW,0,false,false,false,0
TSURE_POKE_PURUGLY,0,false,false,false,0
TSURE_POKE_CHINGLING,0,false,false,false,0
TSURE_POKE_STUNKY,0,false,false,false,0
TSURE_POKE_SKUNTANK,0,false,false,false,0
TSURE_POKE_BRONZOR,0,false,false,true,0
TSURE_POKE_BRONZONG,0,false,false,true,0
TSURE_POKE_BONSLY,0,false,false,false,0
TSURE_POKE_MIME_JR,0,false,false,false,0
TSURE_POKE_HAPPINY,0,false,false,false,0
TSURE_POKE_CHATOT,0,false,false,false,0
TSURE_POKE_SPIRITOMB,0,false,false,true,0
TSURE_POKE_GIBLE,0,false,false,false,0
TSURE_POKE_GIBLE_F,0,false,false,false,0
TSURE_POKE_GABITE,0,false,false,false,0
TSURE_POKE_GABITE_F,0,false,false,false,0
TSURE_POKE_GARCHOMP,0,false,false,false,0
TSURE_POKE_GARCHOMP_F,0,false,false,false,0
TSURE_POKE_MUNCHLAX,0,false,false,false,0
TSURE_POKE_RIOLU,0,false,false,false,0
TSURE_POKE_LUCARIO,0,false,false,false,0
TSURE_POKE_HIPPOPOTAS,0,false,false,false,0
TSURE_POKE_HIPPOPOTAS_F,0,false,false,false,0
TSURE_POKE_HIPPOWDON,0,false,false,false,0
TSURE_POKE_HIPPOWDON_F,0,false,false,false,0
TSURE_POKE_SKORUPI,0,false,false,false,0
TSURE_POKE_DRAPION,0,false,false,false,0
TSURE_POKE_CROAGUNK,0,false,false,false,0
TSURE_POKE_TOXICROAK,0,false,false,false,0
TSURE_POKE_CARNIVINE,0,false,false,true,0
TSURE_POKE_FINNEON,0,false,false,true,0
TSURE_POKE_LUMINEON,0,false,false,true,0
TSURE_POKE_MANTYKE,0,false,false,true,0
TSURE_POKE_SNOVER,0,false,false,false,0
TSURE_POKE_ABOMASNOW,0,false,false,false,0
TSURE_POKE_WEAVILE,0,false,false,false,0
TSURE_POKE_MAGNEZONE,0,false,false,true,0
TSURE_POKE_LICKILICKY,0,false,false,false,0
TSURE_POKE_RHYPERIOR,0,false,false,false,0
TSURE_POKE_TANGROWTH,0,false,false,false,0
TSURE_POKE_ELECTIVIRE,0,false,false,false,0
TSURE_POKE_MAGMORTAR,0,false,false,false,0
TSURE_POKE_TOGEKISS,0,false,true,true,0
TSURE_POKE_YANMEGA,0,false,false,true,0
TSURE_POKE_LEAFEON,0,false,false,false,0
TSURE_POKE_GLACEON,0,false,false,false,0
TSURE_POKE_GLISCOR,0,false,false,true,0
TSURE_POKE_MAMOSWINE,0,false,false,false,0
TSURE_POKE_PORYGON_Z,0,false,false,true,0
TSURE_POKE_GALLADE,0,false,false,false,0
TSURE_POKE_PROBOPASS,0,false,false,false,0
TSURE_POKE_DUSKNOIR,0,false,false,false,0
TSURE_POKE_FROSLASS,0,false,false,true,0
TSURE_POKE_ROTOM,0,false,false,true,0
